longitude,latitude,population,hs age,ave rm,ave br,ave occ,income,value
-121.99,37.33,2023,33,2.5,1.1,5,3.9,285800
-122.33,40.52,2801,23,2.9,1.1,6.2,3.5,116700
-121.02,37.65,2973,20,3.5,1.1,5.2,3.1,106000
-121.02,37.6,1009,33,4.2,1,4.1,2.6,68000
-119.45,36.09,408,18,3.4,1.1,5.4,2,112500
-119.06,36.07,2683,20,2.7,1,4.9,1.7,64600
-118.87,34.22,3108,14,3.6,1,7.2,6.2,305400
-118.7,34.3,1527,27,3.4,1,6.8,6.2,227000
-122.21,37.78,1702,43,3,1.1,4.2,1.7,126800
-120.98,38.34,3471,27,3,1.1,5.8,3.6,99100
-118.94,35.38,4800,26,3.2,1.1,6.5,3.8,87000
-118.27,34.13,1375,47,3.6,0.9,3.3,2.1,208900
-118.27,34.07,1175,42,3.9,1.1,2.9,2.3,213300
-118.12,34.01,1956,33,3.2,1,4.2,2,166300
-118.32,33.89,2675,34,2.6,1.1,5.4,4.5,242000
-120.31,37.64,2403,11,2.6,1.4,7,3,120800
-117.89,33.92,2936,17,2.6,1,5.5,5.5,190300
-117.8,33.67,3345,4,2.8,1,6.2,6.8,329100
-117.89,33.6,1496,36,2.2,1.2,7.4,7.8,500001
-117.93,33.65,1283,27,2.8,1.1,3.4,2.8,275000
-117.84,33.78,3817,24,2.3,1.1,5.4,4.3,248000
-118.05,33.72,2673,14,1.8,1.1,4.1,4.2,188900
-118.05,33.71,4150,25,2.6,1,7.6,8.8,461600
-118.01,33.77,1387,33,3.4,0.9,5.3,5.4,204100
-117.49,33.98,2727,17,3.8,1,6.1,4.8,160600
-116.96,33.73,4735,20,2.6,1.1,5.2,3.1,87000
-121.47,38.48,2969,25,3.6,1.1,6.1,2.6,76200
-117.69,34.04,4459,5,2.3,1,5.1,4,182600
-117.68,34.01,7326,20,3.7,1,4.8,3.2,123500
-117.57,34.15,12806,3,2.8,1.5,8.5,5.5,343100
-117.2,34.48,4998,7,3.1,1.1,5.6,3.2,101900
-117.1,32.74,2361,14,3.5,1.1,4.5,1.6,93400
-120.68,35.29,1354,37,2.6,1,4.7,3.3,225000
-121.97,36.97,3665,24,2.4,1,4.4,2.8,228500
-122.27,40.39,1833,26,2.3,1,4.5,1.4,59000
-120.91,37.74,1690,19,2.9,1.1,5.7,3.3,176700
-122.02,38,2965,28,3.4,1.1,6.3,4.6,178200
-119.01,35.37,1702,38,3.3,1,4.7,1.9,57800
-118.99,35.32,1576,35,3.1,1.4,5.6,1.7,59500
-118.33,34.09,654,36,3,1.4,4.7,3.7,200000
-118.04,34.11,1275,37,3.4,1,7.3,7.2,500001
-118.05,33.93,894,31,4.7,1.1,4.7,3.7,141500
-118.16,34.02,1256,41,4,1,3.3,1.8,166000
-118.22,33.9,1802,40,4.5,1.1,3.9,2.4,97900
-118.14,33.91,1766,34,2.4,1,4.4,3.1,180800
-118.19,33.83,2641,43,2.3,0.9,6,6.4,444200
-122.21,38.28,1273,35,3.1,1.2,7,4.5,269300
-117.31,33.94,11232,7,2.6,1.1,6.8,5.3,216500
-121.39,38.61,2024,35,2.2,1,5.6,2.5,156900
-117.25,34.11,2173,30,3.1,1.2,4.5,1.4,67700
-117.11,32.81,3428,15,4.7,1,7.1,2.6,67500
-117.02,32.81,1998,26,2.9,1,6.6,5.5,180900
-116.99,32.79,2420,33,2.5,1,6.1,4.1,165100
-122.45,37.79,2196,52,2.3,1,7.6,10.1,500001
-121.29,37.98,625,42,3.4,0.9,3.9,2.6,65400
-121.87,37.32,1839,39,3.4,1,4,2.7,184900
-121.98,37.37,995,35,3.1,1,5,5.1,217500
-122.02,37.31,2355,35,3.3,1,6.2,6,332500
-122.03,38.28,5114,15,3.1,1.1,6.6,4.5,144000
-121.86,38,3216,16,3.3,1,7.1,5.3,161700
-119.96,38.84,2722,17,2.9,1.8,9.4,3.6,109700
-124.11,40.81,959,23,2.4,1.2,5.5,2.6,96100
-119.02,35.38,346,48,2.1,1.5,5.5,1.2,63800
-118.31,33.94,1353,41,3,1.1,5.4,2.7,131700
-118.04,33.97,2945,25,2.8,1.1,3.5,2.6,177500
-118.12,33.79,1762,41,2.5,1.1,5.9,4.2,240700
-122.46,37.88,2492,35,2.2,1.1,6.7,8.8,500001
-120.25,37.23,1656,34,3.3,1,5,2.2,59900
-121.81,36.57,3030,13,2.8,1.1,8.4,7,500001
-117.95,33.9,3057,15,3.4,1,6.1,6.8,372600
-121.3,38.74,4374,41,2.5,1.1,4.6,2.4,87900
-121.44,36.84,1644,7,3.5,1,5,4,180400
-117.08,34.08,45,34,2.8,0.8,3.2,3.1,500001
-117.04,34.89,1884,37,3,1,5.3,3.2,66800
-117.28,32.84,2455,21,1.7,1.1,4.1,3.8,381300
-117.08,32.61,2264,27,3.2,1.1,4.8,3.4,149100
-122.47,37.5,2297,18,2.9,1.1,6,4.9,334600
-119.63,34.42,1765,42,2.9,1,6.8,8.6,500001
-121.89,37.33,1279,42,3.7,1.1,3.8,2.3,192500
-122.09,37.07,3581,33,2.7,1.1,5.4,4.3,214300
-120.85,37.55,350,45,3,1,5.6,2.6,275000
-122.14,37.73,2024,52,2.5,1,6.1,5,264700
-121.99,37.54,3046,28,3.4,1,5.9,5.3,227900
-121.9,38.04,1489,36,3.2,1.3,5.8,1.2,90200
-122.06,37.86,5187,16,1.5,1,5.3,4.5,252400
-118.41,34.25,827,33,5.3,1,4.5,2.6,143100
-118.44,34.29,1260,32,4.2,1.1,3.7,2,122900
-118.1,34.15,1442,14,2.3,1.1,4.2,2.7,177500
-118.04,33.94,3808,31,3.7,1,5.8,4.6,173900
-118.16,33.85,1979,36,2.8,1,5.8,4.1,216200
-118.32,33.35,1675,27,2.3,1.6,5.1,2.2,450000
-118.38,33.88,1830,34,2.7,1,6,5.1,453700
-121.13,36.21,1476,27,3.2,1,4.1,3.2,137900
-121.45,38.64,1481,23,3.4,1.1,4.7,1.9,60600
-121.41,38.34,1605,24,7.9,1.1,6.4,3.1,162500
-116.88,34.25,1089,11,2.6,2.2,12.1,5,176000
-117.1,32.83,4214,16,2.6,1.1,6,4.4,179500
-117.05,33.1,5516,13,3.2,1.1,8.3,6.2,320200
-122.47,37.76,2464,48,2.6,1,5.4,4.5,358600
-120.69,35.65,3487,14,3,1.1,4.4,1.6,144900
-119.71,34.42,1643,31,2.5,1,3.3,3.2,267000
-120.46,34.63,1408,48,2.4,1.1,5.1,2.9,146600
-122.01,37.4,1297,24,1.6,1.1,4.6,3.1,47500
-122.03,37.27,4460,25,2.9,1,8,10.8,500001
-122.24,37.83,1757,52,2.6,1.1,7.7,5.9,457800
-122.24,37.76,2428,49,2.3,1.1,4.9,3.7,229800
-122.09,37.67,1252,48,2.2,1,4.1,2.3,175000
-124.17,40.79,2285,43,2.4,1,4.7,2,70500
-118.43,34.25,1447,35,5.3,1.1,4.7,2.9,143100
-117.92,34.08,1860,35,3.3,1.1,6.1,3.6,207000
-118.18,33.95,2608,42,3.4,1,4.2,3.5,167500
-118.12,33.91,620,35,3.1,1,5,3.8,183900
-118.15,33.91,901,38,3.7,1,4.3,3,147400
-118.33,33.87,2219,36,3,1,5.5,4.3,267100
-120.16,37.12,1995,29,3.6,1.1,5.6,1.9,79200
-123.23,39.77,2075,25,2.6,1.2,5.5,1.2,60300
-120.57,37.43,2235,39,3.2,1,5.6,2.7,74600
-117.98,33.72,2826,24,3.2,1,5.2,6,240400
-117.2,33.72,5528,8,1.8,1.2,6,2.5,110100
-117.65,34.08,2264,52,2.4,1,5.2,3.4,144300
-122.42,37.74,1540,52,3.1,1,4.2,4.3,243000
-121.29,38,1392,4,5.8,1,4.5,2.4,124500
-122.02,37.32,4336,27,2.7,1,5.9,6.4,348300
-122.07,37.36,4612,28,3,1.1,8.1,10,500001
-122.36,40.55,2500,21,2.8,0.9,5,2.7,113300
-121.59,39.78,2754,16,2,1.1,5.1,1.4,86500
-121.79,38,3090,34,2.8,1.1,5.5,3.6,124700
-122.32,37.92,4649,28,2.7,1,4.9,3.3,129100
-120.1,36.66,2020,19,3.7,1.2,5.6,1.7,69000
-122.59,38.78,764,15,2.6,1,5.3,3.4,103100
-118.49,34.31,1024,25,2.4,1,7,7.1,356300
-118.58,34.17,6476,18,2.5,1.1,6.8,5.6,500001
-118.25,34.02,1375,32,3.9,1,3.2,1.6,130700
-118.26,33.97,1504,47,3.3,1,4.2,1.5,94200
-118.43,34.05,4251,22,1.8,1.2,4.8,5.3,500001
-117.91,34.07,1390,36,3.3,1,5.2,5.1,189000
-118.04,34.07,2451,39,3.9,1,3.8,2.3,173100
-118.19,33.92,1356,36,4.9,1.1,4.5,2.1,139800
-118.02,34.57,10655,4,3.5,1.1,7,5.1,151300
-121,39.23,2809,15,3.1,1.1,6.9,4,191700
-117.89,33.91,1264,33,2.3,1,5.6,3.7,216500
-121.47,38.56,889,52,1.9,1.1,6.1,3.1,85600
-121.5,38.55,2784,52,2.1,1,6.2,5.6,209800
-121.41,38.58,6955,18,1.6,1.1,4,3.1,141400
-117.72,33.99,5622,14,3.8,1.1,6.9,5.8,206700
-117.23,33.1,1862,4,2.8,1.2,7.5,7.7,237400
-121.3,37.97,2980,52,2.2,1.1,5.8,4.1,113600
-121.03,37.68,1956,27,3.3,1.1,6.4,3.8,110500
-122.1,37.63,9963,18,2.9,1,5.1,3.8,187200
-118.99,35.37,832,36,4.7,1.1,4.8,1.5,57400
-119.13,35.22,6268,5,3.3,1,6.4,5.1,118200
-118.47,33.99,854,33,3.3,1.2,4.3,2.1,239300
-118.02,34.07,3245,21,4,1.1,3.7,2.3,156300
-118.19,33.86,1999,42,2.7,1.1,5,3.7,167100
-118.36,33.86,1768,37,2.8,1.1,6.1,5.1,295900
-118.37,33.83,1207,35,2.8,1,5.7,4.7,353400
-120.09,37,3761,11,3.5,1,5.6,3.5,74600
-117.5,34.04,3428,4,3.4,1,5.4,5,143400
-117.36,34.1,2819,29,2.8,1.1,4.6,2.3,87600
-117.28,34.17,3728,26,2.4,1.2,5.1,1.7,86800
-117.28,34.11,1573,39,3.5,1.2,4.4,1.5,69500
-117.27,34.49,2344,7,2.7,1.1,7.5,4.7,174500
-117.22,32.82,756,35,3.1,1,5.6,3.5,183900
-122.42,37.74,1786,52,2.2,1.1,4.5,3.1,328100
-122.47,37.74,1538,52,2.6,1,4.8,4.1,333600
-121.77,37.31,1649,16,3.3,1,7.2,6.6,302600
-121.92,37.25,2231,34,2.8,1,6.1,4.8,243200
-121.64,40.9,2237,24,2.6,1.4,7,1.8,90300
-121.72,38.54,2790,16,2.2,1,4.4,3.2,194300
-118.48,34.25,1442,35,3,1,5.4,5,216900
-118.61,34.16,4364,29,2.5,1,7,6.8,367400
-118.28,34.12,2384,50,2.5,0.9,7.1,12.9,500001
-118.34,34.04,2010,42,2.8,1.2,4.7,1.9,134600
-118.12,34.02,1595,36,3.1,1.1,4.4,2.4,205600
-118.22,33.98,2225,34,4.1,1,3,1.7,128800
-118.11,33.83,1784,36,3.2,1,6,4.3,220900
-118.31,33.9,1400,38,2.8,1,3.5,3.5,198400
-117.7,33.6,2283,26,1.4,1.1,4.9,2.4,74300
-117.34,33.98,17286,10,2.1,1.1,3.7,1.8,103400
-121.38,36.84,3769,6,3.2,1,5.8,4.2,217600
-121.37,36.83,3658,14,3.3,1,6.1,4.8,216000
-116.97,32.83,149,23,3,0.9,4.4,2.6,112500
-121.88,37.32,1331,40,3.3,1,3.4,2.8,172500
-122.34,40.51,2247,16,2.6,1.1,4.9,2,119200
-121.92,37.64,1280,46,2.5,1,6.2,5.1,315600
-121.61,39.77,1612,25,2.8,1,5.3,3,89500
-121.8,38.01,2273,46,2.4,1.1,5.1,2.3,109400
-119.88,36.83,4055,2,2.7,1.1,6.2,4.2,96500
-118.63,34.17,4769,33,2.7,1.1,6.4,5.6,338200
-118.2,34.05,1703,42,4.3,1,2.9,2,147200
-118.46,34.07,2564,42,2.2,1.1,6.2,9.2,500001
-118.33,34.17,1934,44,2.1,1,5.3,2.5,251800
-118.1,33.91,726,36,3.8,1.1,5.6,3.6,167600
-118.1,33.85,993,19,3.3,1,5.7,5.7,277600
-118.36,33.79,5166,34,3.1,1.1,7.7,8.4,500001
-118.42,34.09,3552,40,2.8,1.1,9.6,15,500001
-118.22,34.63,14348,4,3.2,1.2,7.9,5.4,222400
-121.7,36.48,2150,19,2.5,1.1,5,3.5,288400
-117.67,33.46,3571,24,2.6,1.3,6.6,4.7,277800
-118.09,33.79,4231,31,2.7,1,6.8,6.6,360100
-121.25,38.67,6155,14,2.6,1.1,6.5,4.2,244300
-117.71,34.07,1840,31,3.3,1.1,5.2,3.9,129200
-117.11,32.73,3160,27,2.7,1,5.2,3.9,132600
-117.15,32.7,458,52,7.7,0.9,2.8,1.3,86300
-122.32,37.55,1437,46,2.3,1,5.5,4.8,369700
-121.92,37.33,2125,52,2.4,1,5.5,5.3,299500
-121.87,37.34,1087,52,3.4,0.9,5.6,6.6,309000
-121.92,37.28,3028,27,2.6,1,6.1,4.6,308800
-122.6,38.24,1410,16,3.2,0.9,6.2,4.7,204500
-122.91,38.46,2021,18,2.8,1.1,6.1,4.5,251900
-121.79,38.68,3794,24,2.6,1,4.4,2.8,95300
-121.56,39.13,2277,17,2.9,1.1,4.1,1.5,69700
-122.21,37.79,1745,35,3,1.1,4.5,2.9,143800
-115.51,32.99,1402,20,3.5,0.9,4.4,1.9,63700
-118.28,33.99,2174,49,3.9,1,4.5,1.7,95000
-118.3,33.97,1425,46,3.8,1,4.7,3.4,98500
-118.46,34.05,4077,25,1.7,1.1,4,3.8,337500
-118.13,34.04,2205,42,3.3,1.1,5.2,4.4,211400
-118.18,33.87,1832,44,2.6,1,4.5,4.1,175100
-118.43,34,1340,37,3,1.1,3.9,3.8,314300
-121.64,36.66,3174,24,2.7,1,5.9,5.2,248100
-117.65,33.59,2649,8,3.5,1,7.5,8,337900
-117.42,33.94,1764,35,3.1,0.9,5,4.2,113900
-122.38,37.73,543,40,2.9,1.1,6.1,2.2,193800
-121.26,37.98,3274,32,2.8,1.1,4.4,2.1,55700
-122.02,37.29,3845,25,3.1,1,8.1,10.4,500001
-122.05,36.96,971,30,3.7,1.1,5.6,4.2,226500
-121.76,36.91,1276,23,3.6,1.2,3.4,2,155000
-121.88,36.98,4117,21,2.6,1,5.4,4.9,289500
-122.75,38.54,6719,6,2.7,1,6.7,5.5,254200
-119.04,35.95,1009,25,4.5,1.1,4.6,1.8,55800
-122.16,37.75,667,35,3.1,1.1,5,3.8,94300
-121.9,38.01,3779,34,3.3,1.1,5.2,3.5,110600
-122.11,37.99,3913,16,2.6,1.1,5.8,5.1,206700
-122.31,37.93,2505,39,2.5,1.1,7.3,5.3,286500
-124,40.22,2088,16,2.5,1.6,6.4,1.3,70700
-115.9,32.69,414,18,1.8,1.6,7.7,1.5,57500
-119.45,35.13,1440,34,2.8,1.1,4.9,2.3,26600
-118.61,34.17,1689,31,2,1,4.7,4,278500
-118.32,33.73,1099,25,2.6,1.1,6.9,7.7,500001
-118.18,33.77,1418,30,1.7,1.1,3.4,2.6,159400
-122.49,38,48,26,2.4,1,6,7.7,400000
-122.62,37.97,370,52,2.7,1.1,6.6,7.7,316700
-118,33.83,2578,24,2.3,1.1,4.9,2.2,212500
-117.23,34.11,2170,33,3,1.1,4.6,2,78300
-117.04,32.81,2880,12,3.3,1,6.9,6.5,254200
-117.1,32.68,2013,42,3.5,1,3.6,2.1,107600
-121.32,37.96,1832,46,2.6,1,4.9,2,88100
-121.23,38.04,1829,32,2.8,1.1,7.5,6.2,247900
-122.28,37.54,5114,24,2.5,1.1,4,4,293200
-119.72,34.43,984,27,2.5,1,3.1,2.6,275000
-122.04,37.37,5135,23,2.7,1.1,6,5.2,430100
-123.13,40.85,1650,18,2.4,1.3,5.9,1.9,84700
-121.73,37.68,20354,17,2.7,1.1,6.2,5.4,238900
-122.33,37.94,1769,44,2.7,1.1,5.7,4.1,150800
-124.17,41.8,2739,16,2.9,1.1,6.3,3.8,109400
-120.86,38.75,1533,15,2.4,1.1,5.3,2.6,146100
-122.92,39.05,3131,38,2.8,1.1,5.5,2.5,80700
-118.43,34.15,1293,42,2.1,1,6,7.7,467600
-118.18,34.1,1940,10,1.9,1.1,4.7,5,166700
-118.19,34.07,1555,42,3.3,1,4.5,3.4,169600
-118.33,33.99,1582,46,2.7,1.1,5.5,3.2,149600
-118.12,33.91,1518,35,3.4,1.1,6.1,3.7,197500
-118.37,33.92,1073,39,2.7,1,5.3,4.9,245600
-120.94,39.22,1321,12,2.9,1.2,5.7,4,153800
-117.94,33.62,1765,28,2.4,1.1,5.1,6.6,439100
-117.86,33.76,3153,34,3.2,1.1,5.9,4.7,205300
-121.38,38.62,774,41,2.4,1,5.2,3.6,115300
-121.59,38.69,541,32,2.3,0.8,5.5,8,383300
-121.44,38.46,4446,10,2.8,1,5,3.5,103600
-117.38,34.11,1497,36,3.3,1,5.4,3.3,96300
-117.06,32.73,3444,33,3.2,1.1,5.9,3.8,126700
-117.17,32.81,3064,33,2.8,1,6.3,4.2,178700
-119.72,34.41,871,35,2.3,0.9,5.7,4.3,341800
-120.14,34.6,2136,22,2.8,1.1,5.2,2.9,243100
-122.09,37.21,1969,15,2.5,1,6.1,7.9,394900
-122.71,38.43,1439,52,2.3,1,4.6,2.2,129900
-121,37.64,311,43,3.1,1,3.3,1.3,67500
-119.38,36.53,1281,38,4.9,1,4.4,2,51400
-122.25,37.79,1339,52,3,1.1,3.7,2.2,138800
-122.25,37.79,461,39,3.1,1.1,3.8,1.6,112500
-124.09,40.88,1982,31,2.3,1.1,4.2,1.5,74100
-115.59,32.85,1608,20,3.5,1.1,6.5,4.9,90800
-118.45,37.25,1468,20,2.7,1.1,5.4,3.1,118800
-118.3,33.78,2572,35,2.3,1,5,4.6,304100
-118.23,34.24,3857,31,3,1.1,6.7,7.6,396400
-118.11,34.02,9559,17,2.9,1,5.2,5.2,318900
-118.19,33.9,2762,32,4.2,1,4.4,2.6,105600
-118.43,33.9,1536,27,1.7,1.2,4.7,5.4,500001
-118.46,34.03,1244,39,3.1,1,4.4,3.1,325000
-117.61,33.43,1150,33,1.9,1.2,3.6,2.4,187500
-117.69,33.48,3240,25,2.9,1,6.5,6.2,288500
-117.85,33.77,2186,16,2,1.1,4.7,4.6,225000
-117.94,33.81,1891,33,2.7,1,5.5,4.3,238000
-118.04,33.85,3132,23,3.4,1,6.6,5.8,315900
-121.28,38.61,2938,22,2.7,1.1,5.2,2.7,96100
-122.42,37.76,4001,52,2.1,1.1,3.9,3.5,391200
-122,37.36,2070,17,2.9,1,7.5,8.6,411200
-121.84,37.21,5468,15,3.3,1,8.1,8.4,418300
-122.65,38.27,4764,9,2.8,1.1,6.3,5.1,234500
-122.2,37.75,606,36,4,1,4.6,1.6,70000
-120.54,38.41,1435,21,2.5,1.1,5.4,2.6,77400
-118.31,34.08,1514,27,3.1,1,2.9,2.9,251100
-118.42,33.98,475,3,1.5,1,3.1,3.7,450000
-118.02,33.95,2139,38,2.8,1,5.2,4.3,168900
-118.07,33.93,906,5,9.2,1.2,5.7,4.1,171900
-118.41,33.92,2590,32,2,1.1,4.7,4.2,358000
-118.21,34.65,4001,17,3.1,1.1,5.3,3,140100
-117.79,34.45,2986,18,2.9,1.3,6.3,3.3,165000
-122.49,37.86,2175,52,1.6,1,4.3,4.5,442000
-117.99,33.66,1330,29,2.6,1.2,5.6,4.7,353100
-118.06,33.72,4311,22,2.7,1,8.1,9.8,500001
-114.61,33.62,1187,16,4.6,1.1,4.9,2.2,61500
-121.4,38.62,3671,28,2.1,1.1,4.5,2.2,113200
-121.24,38.66,3335,14,3.1,1,7.8,6.2,250300
-117.6,34.11,6025,18,3.3,1,5.9,4.9,155700
-117.57,34.02,6933,5,3,1,5.4,4.7,158900
-117.39,34.11,1140,16,3,0.9,5.5,4.9,132700
-117.04,32.75,2297,36,2.7,1.1,5.9,3.5,144000
-122.43,37.79,3565,52,1.6,1.1,4.2,3.8,500001
-122.12,37.48,880,36,4.2,0.9,4.7,3.8,159400
-121.11,37.47,2263,12,2.8,1.2,6.9,3.6,145600
-122.25,37.81,3232,46,1.8,1.1,4.3,3.2,218800
-122.14,37.72,1397,45,2.2,1,5.6,3,202700
-118.43,34.27,1002,36,5.3,1,4,3,148000
-118.56,34.18,1819,39,2.8,1.1,6.5,5.4,457300
-118.24,34.12,1213,41,2.7,1,4,3.2,204200
-118.3,33.96,2802,39,2.9,1.2,5.3,2.7,136300
-118.46,33.99,1214,35,1.8,1.1,4.6,4,500001
-118.38,34.06,1311,52,2.8,1.1,6.4,7.7,500001
-118.28,34.76,3430,19,3.2,1.1,6,4.8,163600
-118.07,34.51,2798,14,3.1,1.1,6.9,4.9,239900
-117.96,33.9,2423,10,3.5,1,7,6.6,346900
-117.9,33.69,9947,13,2.6,1.1,6.3,5.4,316600
-117.82,33.81,2260,30,3.5,1,6.6,6.1,236700
-117.88,33.79,1484,32,3.2,1,5,5.1,190300
-117.99,33.79,2695,21,2.8,1,4,3.3,213300
-117.96,33.76,2520,22,4,1.1,4.8,3.8,193900
-121.25,38.69,3050,17,3.1,1,6.2,4.6,134500
-117.12,32.77,2012,48,2.3,1.1,5.1,2.8,175000
-117.07,32.64,1486,38,2.5,0.9,5,4.6,150400
-117.27,33.06,3686,7,2.4,1.1,5.5,3.2,367100
-121.18,37.99,2450,31,3.1,1.2,5.1,2.5,130900
-121.44,37.74,1875,33,2.6,1,4.9,3.5,141700
-121.85,37.41,2156,17,3.6,1.1,5.5,5.6,199100
-122.05,37.11,1065,39,2.4,1.2,5.1,4.6,146300
-122.69,38.34,3876,12,2.8,1,5.1,4.1,165400
-122.2,37.8,2041,46,2.7,1,5.1,3.8,203300
-121.53,39.49,1537,19,2.3,1.2,5.6,1.5,50300
-124.05,40.85,2414,31,2.5,1.1,6,3.5,143000
-118.45,34.31,1739,9,2.5,1.1,5.4,4.1,182500
-118.3,34.08,1562,34,3.2,1.2,2.8,1.6,225000
-118.22,34.08,394,31,4.4,0.9,3,1.8,154200
-117.78,34.03,32054,8,3.1,1.1,6.4,6,253900
-117.95,34.08,1137,37,3,0.9,5,3.3,189000
-117.99,34.13,1568,37,4.6,1.1,4.5,3,129400
-118.09,33.92,1994,35,3.5,1,4.7,3.7,166200
-118.21,33.8,1387,44,3.3,0.9,4.6,4.3,143100
-118.37,34.43,17339,11,3.1,1,6.2,6,225200
-117.87,33.6,3415,34,1.8,1.1,4.8,4.5,482900
-120.98,38.99,3403,17,2.5,1.1,5.5,3.6,162900
-121.39,38.43,2696,3,3.1,1.2,8.5,5.4,237600
-117.29,34.11,2426,35,3.3,1.2,4.1,1.6,68000
-117.18,32.78,4185,21,3.1,1,4.2,3,210000
-122.49,37.76,1382,52,2.5,0.8,5,5.8,339800
-121.33,38.04,1421,10,3.1,1,6.8,5.2,153900
-120.44,34.66,3231,22,3,0.9,5.6,4.5,142400
-122.24,38.11,2111,52,2.4,1,6.5,4.8,148200
-121.01,37.37,1045,41,2.8,1,4.5,2.4,95000
-121.84,39.73,857,52,2.6,1.2,4.3,1,112500
-120.93,38.65,2213,12,3.1,1.1,6.3,4.6,170100
-119.81,36.77,1749,49,2.4,1.1,5.8,3.2,72200
-124.14,40.59,1665,22,2.2,1.1,4.4,1.6,66800
-119.64,36.36,2360,13,3.4,1.1,7.6,5.2,97400
-118.33,34.1,5293,30,1.9,1.2,2.5,1.5,187500
-118.3,33.74,2223,47,2.8,1,5.4,4.5,270800
-118.22,34.19,4704,31,2.1,1,5.3,4.9,400000
-118.04,33.97,2376,29,2.9,1,3.5,2.6,162500
-118.21,33.8,1160,45,4.1,1,4.3,2.7,139000
-118.39,33.84,2472,16,1.8,1.1,4.7,5.1,348600
-118.38,34.03,1913,44,3,1,4.4,4,266400
-122.58,38.59,1239,33,2.2,1.1,5,3.5,195800
-117.91,33.64,1652,29,2.6,1,5.1,4.8,325400
-117.86,33.75,187,5,4.1,1,3.7,1.8,154200
-117.9,33.84,2043,31,3.4,1,4.5,3.5,187400
-120.02,39.24,2309,22,2.7,1.7,6.8,3,93600
-117.69,34,707,28,4.4,1.2,5.5,2.6,111600
-117.06,34.03,1945,27,2.1,1.1,4.7,1.5,126200
-117.36,34.54,3940,7,3,1.1,5.5,3,91300
-117.13,32.76,2568,29,1.9,1.1,4,2.1,162500
-117.08,33.12,1060,37,3.6,1.2,4.6,1.8,145500
-122.25,37.53,4428,16,2.7,1.1,7.1,7.7,422500
-121.92,37.29,2189,35,2.5,1,6.8,7.7,426900
-121.85,37.25,3773,20,3.2,1,6.2,5.5,241200
-122.03,38.26,4617,25,2.7,1,4.6,3,108500
-122.16,37.76,1827,46,2.9,1,6.1,4.7,164300
-117.84,35.54,1751,11,2.6,1.1,5.9,5.1,98000
-118.28,34.11,1803,52,2,1.1,4.7,4.6,360500
-118.23,33.94,1090,35,5.1,1,4.1,2.2,97600
-117.73,34.09,2345,30,4.2,1.1,5.2,2.4,112100
-117.95,33.99,1219,24,3.3,1,6.6,6.8,325000
-118.12,33.82,1493,42,2.5,1,5.6,3.3,224500
-123.54,39.17,2251,18,2.8,1.4,6.1,2.3,101000
-117.75,33.61,2499,17,1.5,1.1,4.8,3.2,186500
-117.98,33.69,2437,16,2.3,1,5.8,5.7,247200
-121.36,38.39,5121,10,3.4,1,6.8,5.2,148100
-117.33,34.12,933,33,4,1,4.4,1.3,69000
-117.33,34.07,2086,32,3.3,1.1,5.1,2.5,89200
-117.26,32.85,3652,30,2.1,1.1,7.9,8.2,500001
-116.89,32.85,3560,15,3.1,1,6.2,5.1,185300
-122.4,37.75,1182,52,3.4,1,3.9,2.1,214600
-121.23,37.8,2451,11,2.2,1.3,4.6,2.2,130800
-120.66,35.5,1861,19,2.9,1,5.1,3.3,163900
-122.02,37.35,2975,17,2.5,1.1,5.2,5.9,362200
-122.08,37.34,1643,28,2.9,1.1,8,12.4,500001
-122.09,37.7,2053,31,2.6,1,6.2,4.3,241800
-122.03,37.94,5541,21,3,1.1,7.5,5.6,279300
-122.27,38.04,1685,47,2.2,1.1,4.5,2.3,134500
-118.07,34.16,3585,35,2.3,1.1,5.8,4.1,330000
-117.97,33.84,1063,18,2.1,0.9,4.8,2.8,219000
-117.97,33.74,2814,18,2.9,1.1,5.7,3.6,262000
-117.12,33.52,30401,4,3.1,1.1,7,4.6,212300
-117.13,32.94,4846,15,3.4,1,5.9,4.9,180400
-117.37,33.22,2204,35,3.1,1,4.8,3.7,125600
-122.5,37.78,1922,50,2.4,1,4.3,3.6,348500
-121.29,38.03,2021,7,4,1.1,5,2.6,111300
-120.82,37.54,707,20,3.3,1.3,8.2,6.1,164800
-119.33,36.32,3137,23,2.6,1.2,5.7,2.5,85500
-119.1,36.19,1564,17,2,1.1,4.3,1.6,77100
-122.17,37.75,1587,43,3,1.1,5.2,2,98300
-122.34,37.94,2313,47,2.2,1,5.4,3.9,143300
-124.17,40.75,2171,13,2.7,1,6.2,4.9,116100
-118.52,34.3,4542,17,3.6,1,7.6,8.8,450700
-118.17,34.09,2907,33,4.1,1,3.7,2.2,146600
-118.19,34.06,555,32,4.6,1,3.4,2,137500
-117.95,34.09,2215,21,4.3,1.2,5.3,2.8,166500
-117.91,34.08,2325,33,2.6,1,5.2,3.7,217100
-118.18,33.82,2618,52,2.1,1.1,6,3.8,254000
-118.12,34.71,40,46,2,1.4,5.7,1.1,225000
-122.54,37.99,2236,32,2.5,1.1,6.8,7.4,444000
-120.1,39.37,2325,10,2.7,1.1,6.2,4.5,117300
-117.39,34.07,1966,15,3.5,1,6.1,3.9,122700
-117.27,34.4,6042,8,3.1,1,6.1,3.3,124400
-117.22,34.26,8020,16,3.2,2.7,14.9,5,162500
